age	F	A	J	K	E	B	H	C	D	I	G
0	0	0	0	0	0	0	0	0	0	0	0
0.157921	0.00170952295409181	0.000182954091816367	0.0311070459081837	0.0203886107784431	0.0561173612774451	9.03273453093813e-05	0.748849976047904	0.00855930538922155	0.000112083832335329	0.00500569660678643	0.127877179640719
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.171448	0.0826758223552895	0.0381203293413174	0.154147806387226	0.17121698003992	0.124564976047904	0.0241725229540918	0.117496640718563	0.0873263892215569	0.0141741916167665	0.0899375049900199	0.0961668423153693
1.06049	0.0168304031936128	0.0060123373253493	0.0671612415169661	0.0695719840319361	0.253632325349302	0.00389901596806388	0.238042562874251	0.0253125788423154	0.0755357065868264	0.0167504051896208	0.227251510978044
0	0	0	0	0	0	0	0	0	0	0	0
0.821467	0.00885908782435129	0.00213566866267465	0.0509880598802396	0.0567185748502994	0.303422043912176	0.00114425149700599	0.2927694750499	0.0150972574850299	0.0341867724550898	0.0114406866267465	0.223238123752495
0.540076	0.0221185269461078	0.0070184251497006	0.0723948323353294	0.079195241516966	0.287694115768463	0.0044330499001996	0.141725550898204	0.0282272075848303	0.072377	0.0158358602794411	0.268980169660679
0	0	0	0	0	0	0	0	0	0	0	0
0.160481	0.01420474251497	0.000644902195608782	0.0346696766467066	0.0387617145708583	0.0169499700598803	0.000503205588822356	0.00358213173652695	0.0181778423153693	0.800817746506987	0.00352647904191616	0.0681615429141716
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.689842	0.0173024271457086	0.0056226007984032	0.0684728323353293	0.0660133333333334	0.238072455089821	0.0036649381237525	0.271036710578842	0.0240959700598802	0.054421003992016	0.0163891516966068	0.234908584830339
0	0	0	0	0	0	0	0	0	0	0	0
0.373455	0.0163750658682635	0.00144049101796407	0.0692639261477046	0.0684188922155689	0.142090193612775	0.000927810379241516	0.0937714610778443	0.0239493952095809	0.3252405249501	0.00778505588822355	0.250737123752495
0.278472	0.0195265848303393	0.00220367864271457	0.0466089281437125	0.0523304810379242	0.0391027844311378	0.00156901996007984	0.0116215349301397	0.0260774211576846	0.700264497005988	0.00741665269461078	0.093278379241517
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.178256	0.0148928522954092	0.00164040319361277	0.0907049381237526	0.0635533473053893	0.129908912175649	0.000978355289421159	0.25386994011976	0.0252081876247505	0.0523450878243513	0.00820091417165669	0.358697017964072
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.039171	0.137523538922156	0.125587936127745	0.114044369261477	0.118149554890219	0.0181690099800399	0.102041724550898	0.0167258243512974	0.112575025948104	0.00181941916167665	0.237603976047904	0.0157596686626747
0.91595	0.0851585489021956	0.082788996007984	0.125121085828343	0.118171401197605	0.112057588822355	0.0810217984031936	0.143317357285429	0.0982045109780439	0.00501707385229541	0.0561060099800399	0.0930356766467067
0.05837	0.000374453093812376	1.38303393213573e-05	0.0118739500998004	0.00691164071856288	0.00939889820359282	8.48902195608782e-06	0.926066213572855	0.00355325948103792	1.19141716566866e-05	0.00116739121756487	0.0406198203592815
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.767135	0.126922031936128	0.140715776447106	0.14169017764471	0.140625045908184	0.0297327105788423	0.158653119760479	0.0317089481037924	0.14036920758483	0.00342345708582835	0.0558500518962076	0.0303094271457086
0.190353	0.000701730538922155	3.94590818363273e-05	0.0208065668662675	0.0124602395209581	0.0275936726546906	2.00279441117764e-05	0.845613946107784	0.00545614171656687	2.6e-05	0.00261513572854291	0.0846670798403193
0.085783	0.000683924151696606	3.78982035928144e-05	0.0185128982035928	0.011104499001996	0.0195875169660679	2.08642714570858e-05	0.873950660678642	0.00536141516966068	2.82155688622755e-05	0.00216439920159681	0.0685477025948103
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.130396	0.000594011976047903	3.11596806387226e-05	0.0182686127744511	0.0108885888223553	0.0219634890219561	1.66027944111777e-05	0.868294868263473	0.0048991876247505	2.20538922155689e-05	0.00222829740518962	0.0727930958083832
0	0	0	0	0	0	0	0	0	0	0	0
0.088843	0.000722051896207584	4.15369261477046e-05	0.0191914431137724	0.0115544910179641	0.0209008143712575	2.2624750499002e-05	0.868142754491018	0.00554095409181637	3.05029940119761e-05	0.00228246506986028	0.0715702974051896
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.644333	0.121995143712575	0.237498774451098	0.0512177385229541	0.0476711856287425	0.000515564870259481	0.37904674251497	0.000231572854291417	0.10506269261477	0.000538878243512974	0.0557374890219561	0.000484213572854292
0.335456	0.102668958083832	0.222155796407186	0.0416899860279441	0.0385074151696607	0.000368692614770459	0.469368538922155	0.000159167664670659	0.0827196546906187	0.000356021956087824	0.04165750499002	0.000348331337325349
0	0	0	0	0	0	0	0	0	0	0	0
0.221597	0.092339754491018	0.205371411177645	0.0380608982035928	0.0350266786427146	0.000378972055888223	0.5201269001996	0.000161329341317365	0.0717830199600799	0.00035111377245509	0.0360459560878244	0.000353974051896207
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.511873	0.123377031936128	0.234078824351297	0.0529021377245509	0.0492129121756487	0.000804820359281437	0.375835540918164	0.000405091816367266	0.105471317365269	0.000903007984031936	0.0562461477045908	0.00076314371257485
0	0	0	0	0	0	0	0	0	0	0	0
0.345616	0.10666128742515	0.22175928742515	0.0443475888223553	0.040936502994012	0.000537576846307385	0.454382996007984	0.000249041916167665	0.0862759301397206	0.000549315369261477	0.0437959540918164	0.000504522954091816
0	0	0	0	0	0	0	0	0	0	0	0
0.153453	0.0452134211576847	0.124690892215569	0.0184323532934132	0.0175240778443114	7.7934131736527e-05	0.746741918163673	2.44690618762476e-05	0.0325150838323353	5.0562874251497e-05	0.0146502714570858	7.89800399201597e-05
0	0	0	0	0	0	0	0	0	0	0	0
0.100608	0.04060349500998	0.108944704590818	0.0173506926147705	0.0167343892215569	8.69381237524951e-05	0.774095804391217	2.6878243512974e-05	0.0289774011976048	5.43133732534931e-05	0.0130365668662675	8.88622754491019e-05
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.840567	0.128282335329341	0.118450065868263	0.0779052475049901	0.080779127744511	0.00249433532934132	0.081687375249501	0.0013787624750499	0.098032998003992	0.00334651497005988	0.405065632734531	0.00257749700598802
0	0	0	0	0	0	0	0	0	0	0	0
0.661322	0.139682948103793	0.162695007984032	0.068284121756487	0.0656011756487026	0.000318431137724551	0.100058023952096	0.000111832335329341	0.105297415169661	0.000418630738522954	0.35716226746507	0.000370225548902196
0.596931	0.16754502994012	0.180206063872255	0.0797636746506986	0.0809807904191617	0.00195336526946108	0.133418225548902	0.00106673053892216	0.127820291417166	0.00251860678642714	0.222749463073852	0.00197776047904191
0	0	0	0	0	0	0	0	0	0	0	0
0.426407	0.139256902195609	0.256372055888224	0.0548813373253493	0.0470462015968063	0.000224794411177645	0.299220918163672	8.31996007984032e-05	0.114649588822355	0.000210213572854291	0.087829616766467	0.000225197604790419
0.337056	0.169361367265469	0.232882944111776	0.0749867844311378	0.0698028423153692	0.00131991616766467	0.155083201596806	0.00064460878243513	0.140009932135729	0.00165307784431138	0.1529695249501	0.00128578642714571
0	0	0	0	0	0	0	0	0	0	0	0
0.093972	0.235360832335329	0.245027451097804	0.0737938662674652	0.0703790958083832	0.000318027944111776	0.00770101796407186	0.000135063872255489	0.11547451497006	0.000253924151696607	0.251198161676647	0.000357990019960079
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.329066	0.114384860279441	0.220957766467066	0.0567112035928144	0.046494369261477	0.000804648702594811	0.417348670658682	0.000489103792415169	0.0954067664670658	0.000653197604790419	0.0459790439121757	0.000770423153692614
0	0	0	0	0	0	0	0	0	0	0	0
0.153147	0.100497079840319	0.134789718562874	0.119825902195609	0.0874559620758483	0.00245750698602794	0.406474918163673	0.00554942315369261	0.112524481037924	0.000195431137724551	0.0260857764471058	0.0041438502994012
0	0	0	0	0	0	0	0	0	0	0	0
0.123019	0.0891926387225549	0.0686249920159681	0.185070664670659	0.151205219560878	0.0322423892215569	0.126377325349301	0.126077688622754	0.131422213572854	0.00170013173652695	0.0286325469061876	0.0594541616766467
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.507087	0.172928696606786	0.152882842315369	0.0755879421157684	0.0801073373253493	0.00055790618762475	0.0710907325349301	0.000263620758483034	0.107797417165669	0.000676415169660678	0.337420301397206	0.000686778443113772
0.343326	0.0706943932135729	0.0317613353293413	0.0635370918163673	0.0625630279441118	0.00161641117764471	0.00696183632734531	0.000788261477045909	0.0443373952095808	0.00179179241516966	0.71434333732535	0.00160510778443114
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.377531	0.121315746506986	0.217614898203593	0.0459828443113772	0.0430443133732535	0.00021588622754491	0.387027594810379	8.66786427145709e-05	0.082299243512974	0.00021062874251497	0.101970199600798	0.000232037924151697
0.166788	0.0295287724550898	0.0875051576846307	0.0121287125748503	0.0118237604790419	4.32035928143713e-05	0.829081411177645	1.32135728542914e-05	0.0208624151696607	2.63233532934132e-05	0.00894087824351297	4.61197604790419e-05
0	0	0	0	0	0	0	0	0	0	0	0
0.139366	0.0237884031936128	0.0720922275449101	0.0102532075848303	0.0102203932135728	2.92235528942116e-05	0.859781928143713	7.42714570858283e-06	0.0170837025948104	1.45449101796407e-05	0.00669592215568862	3.29760479041916e-05
0.082702	0.0309839820359282	0.0855316107784432	0.0136109001996008	0.0134177624750499	6.00958083832335e-05	0.824706001996007	1.72335329341318e-05	0.022063003992016	3.40239520958084e-05	0.00951128542914172	6.4063872255489e-05
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.089857	0.0211694411177645	0.0619972694610778	0.00947606586826347	0.00957362275449102	3.22075848303393e-05	0.876458562874252	8.42914171656687e-06	0.0151790658682635	1.62734530938124e-05	0.00605268263473054	3.63313373253493e-05
0	0	0	0	0	0	0	0	0	0	0	0
0.051942	0.0150437844311377	0.0434181876247505	0.00713668263473054	0.00746870658682634	2.46626746506986e-05	0.911765345309381	6.03592814371258e-06	0.0108978662674651	1.13213572854291e-05	0.00419800598802395	2.92495009980039e-05
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.301852	0.166940067864271	0.195359574850299	0.0625745329341318	0.0663282235528941	0.000436516966067864	0.236466588822355	0.00024810379241517	0.0918631696606785	0.000519506986027945	0.178724135728543	0.000539512974051895
0	0	0	0	0	0	0	0	0	0	0	0
0.245625	0.0306092914171657	0.0988506047904191	0.0116766946107784	0.0113761516966068	2.67425149700599e-05	0.816176872255489	7.35528942115769e-06	0.0217082295409182	1.47824351297405e-05	0.00952392814371258	2.93333333333332e-05
0.15993	0.0666298602794411	0.164140213572854	0.0274267604790419	0.0255607345309381	0.000190179640718563	0.642929526946108	6.96127744510978e-05	0.0490694011976048	0.000147654690618762	0.0236541097804391	0.000182023952095808
0	0	0	0	0	0	0	0	0	0	0	0
0.01369	0.00132758682634731	0.00397031536926148	0.00074753093812375	0.000917834331337325	1.80439121756487e-06	0.991671425149701	3.43313373253492e-07	0.00104364071856287	5.84830339321358e-07	0.000316269461077845	2.60878243512972e-06
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.218881	0.0342606566866268	0.108039275449102	0.0131031117764471	0.0125296606786427	2.6063872255489e-05	0.796699576846307	6.3812375249501e-06	0.024443756487026	1.32075848303393e-05	0.0108507684630739	2.7439121756487e-05
0.182356	0.0787157924151697	0.18531197005988	0.0322914590818364	0.0298546726546906	0.00026326746506986	0.584459309381238	0.00010350499001996	0.059322127744511	0.000222680638722555	0.0292070898203593	0.000248145708582834
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.168601	0.036687502994012	0.103859620758483	0.0153270339321357	0.0148407664670659	5.71097804391218e-05	0.791664726546906	1.63792415169661e-05	0.0262860718562874	3.32834331337326e-05	0.0111671676646707	6.03013972055888e-05
0.096481	0.0383988942115768	0.103715896207585	0.0164987824351297	0.0159832355289421	8.03872255489022e-05	0.785583219560878	2.44091816367266e-05	0.0273742015968064	4.91317365269461e-05	0.0122089880239521	8.28443113772456e-05
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.088566	0.0140224910179641	0.0427162395209581	0.00642345908183633	0.00665221556886228	1.90339321357285e-05	0.91617821756487	4.72055888223553e-06	0.0101269181636727	8.9121756487026e-06	0.00382525548902195	2.24211576846307e-05
0	0	0	0	0	0	0	0	0	0	0	0
0.066104	0.0115619281437126	0.0350462255489022	0.00549893413173653	0.00582041117764472	1.56586826347305e-05	0.930489201596806	3.63473053892215e-06	0.00845908582834331	6.80239520958083e-06	0.00307893213572854	1.90459081836327e-05
0	0	0	0	0	0	0	0	0	0	0	0
0.041518	0.010292377245509	0.0300864810379242	0.0050670878243513	0.0054644750499002	1.59640718562874e-05	0.938715942115768	3.63672654690619e-06	0.00756384231536926	6.73053892215568e-06	0.00276350499001996	1.98662674650698e-05
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.74086	0.00816663473053892	0.00224886427145709	0.0498039221556886	0.0493529281437126	0.270820900199601	0.00120238922155689	0.366497902195609	0.0145477365269461	0.0107384750499002	0.0129057325349301	0.213714508982036
1.03315	0.00842192015968064	0.00329182834331337	0.054088119760479	0.0435897265469062	0.217524449101796	0.00197662874251497	0.439149796407186	0.0161515608782435	0.00175445508982036	0.0167305868263473	0.197320902195609
0	0	0	0	0	0	0	0	0	0	0	0
0.84162	0.00789804391217565	0.00295043512974052	0.052887497005988	0.0426891796407185	0.208139908183633	0.00177057285429142	0.45378521756487	0.0156104510978044	0.00163637724550898	0.0157406566866268	0.19689174251497
0	0	0	0	0	0	0	0	0	0	0	0
0.579132	0.00520208183632734	0.00141331137724551	0.0476271596806388	0.0361288982035928	0.170273780439122	0.000774864271457086	0.522082235528942	0.0128582295409182	0.000783778443113773	0.0119291437125748	0.190926497005988
0	0	0	0	0	0	0	0	0	0	0	0
0.357993	0.0014307744510978	0.0001362375249501	0.033564377245509	0.0216991576846307	0.0967926007984033	5.13572854291417e-05	0.67912420758483	0.00733490419161677	5.80658682634731e-05	0.00610669461077844	0.1537015748503
0.270451	0.00352245309381238	0.000674652694610779	0.0414176706586826	0.0302089001996008	0.115795510978044	0.000341323353293413	0.613981986027945	0.0112003972055888	0.000379499001996008	0.00893659680638724	0.173540926147705
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.243555	0.00308299001996008	0.000527375249500998	0.0395779161676647	0.0282512874251497	0.102517776447106	0.000262898203592814	0.640295299401197	0.0106884391217565	0.000299167664670659	0.00807247904191617	0.166424331337326
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.617092	0.0117424910179641	0.00243999201596806	0.0555560938123752	0.0592985209580838	0.280771698602794	0.00139030538922156	0.269665814371258	0.0176936487025948	0.0520117245508982	0.0115687225548902	0.237860996007984
0.76762	0.00639370259481038	0.00173677245508982	0.0431843652694611	0.0510561516966068	0.309485922155689	0.000921506986027944	0.353055481037924	0.0121150139720559	0.00103188622754491	0.0102678842315369	0.210751265469062
0	0	0	0	0	0	0	0	0	0	0	0
0.628013	0.00687285029940119	0.0016026127744511	0.0397714610778443	0.0575105748502994	0.386124003992016	0.000894788423153692	0.275112846307385	0.0119765728542914	0.00246006586826347	0.0077007265469062	0.209973471057884
0.225411	0.00470742315369262	0.000276826347305389	0.0345651357285429	0.0534406047904191	0.494310389221557	0.00011587624750499	0.0243791916167665	0.00667694411177644	0.0272448063872255	0.00154644910179641	0.352736293413174
0	0	0	0	0	0	0	0	0	0	0	0
0.195325	0.00351837125748503	0.000218734530938124	0.025066746506986	0.0417723592814371	0.588057562874252	9.95429141716567e-05	0.0197866047904191	0.0048905129740519	0.00480240518962076	0.00109830738522954	0.310688778443114
0	0	0	0	0	0	0	0	0	0	0	0
0.164267	0.0014339121756487	7.9620758483034e-05	0.0112102974051896	0.0240127145708583	0.749620175648703	4.68582834331337e-05	0.0153623113772455	0.00289785429141717	3.33253493013972e-05	0.000574353293413173	0.194728510978044
0	0	0	0	0	0	0	0	0	0	0	0
0.114082	0.000422045908183634	6.10179640718562e-06	0.00448653093812375	0.0107484371257485	0.958557349301397	4.6187624750499e-06	0.00386616167664671	0.00112947105788423	4.15568862275449e-06	5.71317365269462e-05	0.0207177964071856
0	0	0	0	0	0	0	0	0	0	0	0
0.098315	0.000377590818363275	2.94011976047905e-06	0.00459874850299401	0.0110595768463074	0.956665299401197	2.10978043912176e-06	0.0040714510978044	0.00115369261477045	1.85828343313373e-06	4.04510978043912e-05	0.022026127744511
0	0	0	0	0	0	0	0	0	0	0	0
0.090569	0.0012185628742515	3.56966067864272e-05	0.0104115089820359	0.0220656846307385	0.901228866267465	2.48682634730538e-05	0.0125481516966068	0.00288218363273453	2.1812375249501e-05	0.000256854291417166	0.0493057784431137
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.396732	0.00347005189620759	0.000343211576846307	0.028082117764471	0.0439560798403193	0.451093536926148	0.000171666666666667	0.234043347305389	0.0072503253493014	0.000218077844311377	0.00325233333333334	0.228119239520958
0.26274	0.00292978043912176	0.000127477045908184	0.0335844431137724	0.0424823053892216	0.508965199600799	5.20459081836328e-05	0.0958907844311377	0.00565512774451098	0.00187270858283433	0.00190707984031936	0.30653303992016
0.232014	0.0173040159680639	0.00157886626746507	0.0959776966067864	0.0694791237524949	0.13769	0.00100011976047904	0.185255698602794	0.0264863073852295	0.0829378083832336	0.00804476447105788	0.374245588822356
0	0	0	0	0	0	0	0	0	0	0	0
0.122372	0.0115641716566866	0.000328590818363273	0.0286275608782435	0.0319164451097805	0.0105740818363273	0.000286576846307386	0.00194673453093812	0.0145310898203593	0.843050289421158	0.00235796606786427	0.0548164930139721
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.145082	0.00178117165668663	8.32894211576847e-05	0.0149451596806387	0.03059075249501	0.849848121756488	5.48662674650699e-05	0.0242723532934132	0.0042132255489022	4.67584830339322e-05	0.000510522954091816	0.0736536407185629
0	0	0	0	0	0	0	0	0	0	0	0
0.045057	0.000460600798403196	5.6506986027944e-06	0.00392453892215568	0.00861243113772455	0.966218808383233	4.37125748502994e-06	0.00271546107784431	0.00102322754491018	3.98802395209581e-06	5.68023952095809e-05	0.0169739700598802
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.201066	0.00127161676646707	6.48862275449103e-05	0.0172848003992016	0.0231049201596806	0.339038976047904	3.91776447105789e-05	0.347380894211576	0.00408458483033932	3.39580838323353e-05	0.00130792215568862	0.266388225548902
0.056101	0.00089412375249501	3.0686626746507e-05	0.00640013173652695	0.0161475329341317	0.553128838323353	2.02814371257485e-05	0.00688139321357285	0.00190347704590819	1.29041916167665e-05	0.000488157684630739	0.414092413173653
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.162884	0.000477435129740519	1.96307385229541e-05	0.0153606467065868	0.0151741057884232	0.206521431137725	1.16387225548902e-05	0.55508082235529	0.00304021956087824	1.29960079840319e-05	0.00114598203592814	0.203155043912176
0.10618	0.00210244111776447	0.000167035928143712	0.0250379261477046	0.0291426187624751	0.43699196007984	9.67065868263474e-05	0.310375746506986	0.00570398003992016	9.08303393213574e-05	0.0023243872255489	0.187966327345309
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.120453	0.000622195608782435	2.49600798403194e-05	0.0160528423153692	0.0154981656686627	0.0978188063872256	1.43952095808383e-05	0.632105387225548	0.00364818363273453	1.51497005988024e-05	0.00127889221556886	0.232921
0.026798	0.000105972055888224	1.95209580838324e-06	0.00382007584830339	0.0021858123752495	0.00200750099800399	1.47704590818364e-06	0.978919634730539	0.00120947305389221	2.17165668662675e-06	0.000291183632734532	0.011454628742515
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.088366	0.00138709381237525	6.46806387225549e-05	0.0173636586826347	0.0227196666666667	0.317542093812375	3.89700598802396e-05	0.274118510978044	0.00373919161676646	3.22594810379242e-05	0.00129515568862275	0.36169867265469
0	0	0	0	0	0	0	0	0	0	0	0
0.044603	0.000461439121756488	1.42954091816367e-05	0.00392578043912176	0.010444245508982	0.605766662674651	9.88423153692614e-06	0.00306796606786427	0.00106915768463074	6.58483033932135e-06	0.000276137724550899	0.374957760479042
0	0	0	0	0	0	0	0	0	0	0	0
0.015081	7.31976047904194e-05	4.81037924151696e-07	0.000607325349301395	0.00132392215568862	0.995206690618762	4.11177644710578e-07	0.000265992015968064	0.000146295409181637	3.77245508982035e-07	6.0798403193613e-06	0.00236936127744511
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.531471	0.0144116047904192	0.00218990618762475	0.0654594231536926	0.0669684790419161	0.231113590818363	0.00132874251497006	0.167638459081836	0.0231484870259481	0.188055199600799	0.0103429880239521	0.229343189620758
1.2079	0.0165667305389222	0.00657561876247504	0.061025491017964	0.0649500479041916	0.257018974051896	0.00418259880239521	0.27457353493014	0.0234570499001996	0.0402286167664671	0.0189178243512974	0.232503542914172
0.945999	0.0297557205588822	0.0113459081836327	0.0761114590818362	0.0780715449101798	0.186807149700599	0.00793967265469062	0.134315079840319	0.0392336846307385	0.214893878243513	0.0225095708582835	0.199016367265469
