raw_age	F	A	J	K	E	B	H	C	D	I	G
1.03315	0.011987746	0.003800004	0.059520407	0.045469711	0.145917641	0.002499029	0.484256427	0.027767035	0.001951204	0.015615093	0.201215675
0.962915	0.03212199	0.007307166	0.060708888	0.05753978	0.129821467	0.004946838	0.038230474	0.056331836	0.489256615	0.01647777	0.107257185
0.945999	0.03870048	0.013466566	0.081513919	0.076753131	0.201963646	0.009336027	0.131287953	0.057869234	0.183604308	0.026231974	0.179272784
0.944472	0.023226669	0.004863843	0.068109975	0.065818194	0.23372116	0.002940508	0.125624413	0.047105813	0.234370673	0.015397631	0.178821178
0.935439	0.058721117	0.028486604	0.077291146	0.075388943	0.097721116	0.018714774	0.022159919	0.077411509	0.431941558	0.028719695	0.083443623
0.91595	0.092087096	0.09562719	0.120565915	0.115520434	0.07865045	0.096593094	0.147427486	0.100851198	0.005645448	0.058249785	0.088781908
0.84162	0.011162179	0.003387872	0.057680224	0.044207959	0.141223749	0.00220983	0.498190889	0.026642181	0.001813546	0.014438185	0.199043426
0.840567	0.130009106	0.120864538	0.067543638	0.076521189	0.003275158	0.090237886	0.001698509	0.078009898	0.003194494	0.425306866	0.003338703
0.833367	0.034107424	0.002108391	0.074213015	0.061009689	0.189300748	0.001455023	0.043679795	0.056117037	0.345820981	0.007373121	0.184814764
0.821467	0.015008662	0.003590817	0.064642142	0.061864928	0.258085277	0.00197117	0.276543032	0.033291647	0.04017752	0.016736918	0.228087891
0.821011	0.021427022	0.004374422	0.072151653	0.069319963	0.269033031	0.002454697	0.15115206	0.044616963	0.144559858	0.015258924	0.205651389
0.797199	0.146429943	0.060992995	0.111103656	0.112257762	0.054834695	0.035887886	0.009429747	0.128727478	0.253728012	0.038679767	0.047928074
0.793749	0.014865317	0.000466476	0.026045613	0.022813188	0.041114633	0.000440006	0.00261038	0.032330977	0.81376616	0.003037038	0.042510206
0.76762	0.009923707	0.00256454	0.05772229	0.05569583	0.24278421	0.001512688	0.356102273	0.025736365	0.001176904	0.015016092	0.231765083
0.767135	0.134538591	0.151620914	0.133651641	0.129903416	0.02384698	0.178605929	0.031639193	0.131282489	0.003631973	0.053451836	0.027827037
0.760993	0.006341971	4.34451E-05	0.014741844	0.012685876	0.020374087	6.93227E-05	0.000296812	0.023870086	0.897860665	0.001529715	0.022186118
0.741	0.0204842	0.001004295	0.034984324	0.031171852	0.060077045	0.000745493	0.00526811	0.043972879	0.739332933	0.004598834	0.05836007
0.733957	0.009296156	0.002209365	0.053783398	0.042899103	0.140034194	0.001370526	0.514613066	0.0244165	0.00112647	0.012707738	0.19754346
0.728089	0.025192251	0.002418047	0.039571687	0.036137981	0.060876059	0.002692733	0.004751098	0.041126136	0.725905576	0.006533655	0.054794775
0.721378	0.053124696	0.008600905	0.058523648	0.054859695	0.074748283	0.008512876	0.008668938	0.06122595	0.594502677	0.011471069	0.065761245
0.708584	0.060473178	0.013633248	0.067145028	0.065545857	0.080662991	0.010088412	0.01057252	0.082459674	0.524525011	0.016076822	0.068817246
0.689842	0.024899573	0.006932045	0.076405287	0.068115385	0.224963874	0.004325578	0.254943725	0.045185876	0.059699894	0.019104832	0.215423899
0.685682	0.014770545	0.000383757	0.025415118	0.022137886	0.037591198	0.000302183	0.001961966	0.039190657	0.816652257	0.002667214	0.038927238
0.672057	0.016682585	0.00705674	0.068453855	0.071330696	0.295467435	0.004906142	0.201556671	0.031825703	0.00516618	0.023573503	0.273980484
0.661322	0.13889831	0.164647403	0.057659603	0.065855991	0.000511051	0.113044462	0.000141459	0.085121291	0.000392011	0.373150051	0.000578365
0.644333	0.109672647	0.248454618	0.04537177	0.04410031	0.000546047	0.422506254	0.000235939	0.080279107	0.000575088	0.047723472	0.000534722
0.643224	0.017322904	0.002444585	0.068081403	0.062897855	0.309800965	0.001259309	0.195627111	0.036146397	0.054626802	0.012254897	0.239537729
0.637474	0.003946407	1.10133E-05	0.009678806	0.007789637	0.008688677	1.27039E-05	7.632E-05	0.032256675	0.926108579	0.000936985	0.010494164
0.628013	0.009918916	0.002418367	0.056832098	0.060040107	0.318587325	0.001409862	0.278524528	0.025105125	0.002225679	0.014316415	0.23062155
0.623923	0.006320602	5.96627E-05	0.018481257	0.01370132	0.02351921	7.54578E-05	0.000445301	0.01748827	0.893256919	0.002283904	0.024368098
0.619185	0.015200038	0.000366881	0.028198143	0.024516448	0.0402785	0.000249358	0.001830802	0.028560136	0.817713506	0.002856699	0.040229468
0.618648	0.033539969	0.008789709	0.061917077	0.058873105	0.13021427	0.00618212	0.040315552	0.057061415	0.477159424	0.018051507	0.107895838
0.617954	0.029101017	0.004753902	0.054935607	0.051509592	0.115920166	0.003066242	0.024693731	0.052444263	0.555350829	0.012577629	0.095646967
0.612614	0.011391261	0.000287697	0.027206293	0.021033627	0.039540179	0.00024818	0.002023557	0.024980939	0.83029291	0.003500414	0.039494916
0.601945	0.030417843	0.003404214	0.050012419	0.048455055	0.083756711	0.001755824	0.009713516	0.075826877	0.614712691	0.009402434	0.072542436
0.596931	0.173897435	0.185623092	0.069804955	0.080183415	0.002511118	0.143212602	0.001266203	0.102209491	0.002527619	0.23627192	0.002492183
0.596146	0.015258341	0.000499176	0.031876757	0.024945838	0.042975088	0.000397175	0.002600068	0.028664184	0.805723623	0.00412219	0.042937554
0.584296	0.012246691	0.002988127	0.064418534	0.066866297	0.307580763	0.001522705	0.238036962	0.027701812	0.002527747	0.016481764	0.259628613
0.579132	0.007738878	0.001571401	0.049801332	0.036660237	0.113943327	0.000966582	0.569218853	0.021920593	0.000865856	0.009688478	0.187624457
0.577567	0.00658487	3.44398E-05	0.013925941	0.014096369	0.010715177	1.82601E-05	9.80413E-05	0.060495534	0.87981546	0.001322395	0.012893466
0.577352	0.022469324	0.003425477	0.06678999	0.064961285	0.272572226	0.001752365	0.066140424	0.044992377	0.260562118	0.012227554	0.184106877
0.567	0.015696951	0.000112286	0.024746794	0.020798152	0.016278277	6.32582E-05	0.000175904	0.026156136	0.877302937	0.001763579	0.016905703
0.557669	0.01018225	0.000203903	0.026403534	0.018630112	0.024027403	0.000143782	0.000816542	0.023014546	0.86774801	0.003620973	0.025208995
0.552965	0.021097029	0.000792394	0.033232275	0.03249697	0.033144734	0.000296616	0.000928902	0.075078899	0.764362508	0.004426959	0.034142731
0.543625	0.013482203	0.000280032	0.030658559	0.021391561	0.019802354	7.9189E-05	0.000301596	0.027312925	0.86134553	0.004359904	0.020986144
0.543256	0.074734329	0.002770649	0.066004214	0.05772349	0.024973893	0.002095979	0.00046802	0.073203888	0.671297428	0.00455225	0.02217585
0.540124	0.010816271	0.000126816	0.021709207	0.019762665	0.020254866	6.49448E-05	0.000372075	0.04836455	0.854433831	0.001875915	0.022218883
0.540076	0.030448354	0.008543606	0.082458842	0.080152761	0.298952132	0.005175464	0.130016504	0.048163005	0.072854114	0.020647766	0.222587448
0.525274	0.003566528	0.00021016	0.03591406	0.02820873	0.133198278	9.5823E-05	0.595656263	0.014201836	9.65343E-05	0.006033331	0.182818493
0.518948	0.010491933	0.000100543	0.030838796	0.017037032	0.027597264	7.79854E-05	0.000572969	0.018734846	0.864571019	0.001616978	0.028360609
0.517131	0.012113764	0.000184918	0.024964954	0.021834385	0.038015588	0.000104285	0.000971673	0.026742908	0.835241962	0.002521814	0.037303725
0.514789	0.016729137	0.000602705	0.032160313	0.028387997	0.057679004	0.000438976	0.003605776	0.032687528	0.769687361	0.003910691	0.054110514
0.511873	0.112693006	0.244266024	0.047188001	0.046317381	0.000877484	0.416190253	0.000426345	0.081035021	0.00098191	0.049180315	0.000844273
0.51147	0.014088074	0.00022381	0.027176202	0.022661675	0.020758872	6.50712E-05	0.000320655	0.038046301	0.852404635	0.002077736	0.022176941
0.507087	0.206852808	0.147844807	0.064976851	0.077338373	0.000966379	0.079575156	0.0003339	0.081759215	0.00066156	0.338603571	0.001087395
0.501295	0.02970924	0.004496251	0.051861055	0.048205045	0.090657323	0.002600914	0.011973327	0.051460579	0.621416695	0.01029387	0.077325752
0.492684	0.232142486	0.097988929	0.127952956	0.119807445	0.020291566	0.105192003	0.003592315	0.164464895	0.086498015	0.025767159	0.016302206
0.48612	0.071905611	0.005103457	0.062601539	0.06380677	0.031196714	0.002505806	0.000910444	0.106231799	0.614146542	0.01075655	0.030834746
0.478359	0.030290251	0.00481364	0.048609228	0.046285341	0.078012114	0.00405838	0.00706797	0.049614667	0.654310086	0.010531048	0.06640732
0.475373	0.031480773	0.003920648	0.081659975	0.07687248	0.320001351	0.002064132	0.07169411	0.048376603	0.118301184	0.012322851	0.233305893
0.466857	0.051581615	0.005316687	0.067292942	0.059365794	0.033049767	0.000784375	0.001104173	0.0865307	0.6564705	0.006970749	0.031532697
0.466535	0.014839265	0.000317321	0.02949752	0.025894433	0.05180485	0.000197617	0.002081517	0.030004425	0.793612703	0.003112673	0.048637669
0.465468	0.00759016	0.00103178	0.046682244	0.043421307	0.215426174	0.000556757	0.436620831	0.021139426	0.001069181	0.009892837	0.216569303
0.455188	0.024246258	0.002030832	0.041118395	0.037700707	0.056579771	0.000780242	0.003416734	0.043735096	0.732684391	0.006112263	0.051595283
0.453878	0.011606153	0.000228622	0.021592448	0.01895387	0.03456322	0.000209955	0.001358399	0.02102216	0.853220164	0.002100009	0.035144985
0.450564	0.18050424	0.045867813	0.112376786	0.11763281	0.029770473	0.029347721	0.002295482	0.146481159	0.273902844	0.034428263	0.027392389
0.450497	0.005532925	2.47272E-05	0.012427592	0.010820607	0.01797682	2.47631E-05	0.000213249	0.012284611	0.920417144	0.000998148	0.019279376
0.446236	0.020242207	0.001085983	0.038903548	0.035071948	0.07494782	0.000663613	0.006197833	0.038809053	0.712774117	0.005439081	0.06586479
0.441212	0.012184691	0.000193485	0.058966653	0.02479852	0.041500997	0.000108049	0.001129502	0.027057761	0.793456636	0.00278309	0.037820586
0.440004	0.093391478	0.016328733	0.09110252	0.091641271	0.031567012	0.001222143	0.000899778	0.109155069	0.50959265	0.027174307	0.027925078
0.437183	0.129823022	0.026913514	0.107746732	0.09971282	0.02759941	0.003937656	0.000984187	0.148530228	0.417008748	0.013428956	0.024314759
0.435662	0.010095725	9.46267E-05	0.019580222	0.017104693	0.030323449	7.24212E-05	0.000638857	0.019030418	0.870343395	0.001604088	0.031112075
0.434972	0.034586544	0.002993472	0.050465328	0.049677417	0.054235524	0.000987707	0.004184635	0.093180905	0.649476355	0.00749587	0.052716235
0.433717	0.02385713	0.00197311	0.043862387	0.040148533	0.085633396	0.001209786	0.009680673	0.042772891	0.669653526	0.007084634	0.074123948
0.426407	0.130290685	0.273165838	0.04572777	0.047862638	0.000257858	0.328596651	9.05369E-05	0.091304234	0.000230484	0.082189721	0.000283607
0.421062	0.008072436	7.36886E-05	0.015960156	0.013887681	0.024010184	0.000148866	0.000469849	0.015390152	0.895119601	0.00134982	0.02551756
0.419652	0.017926333	0.004092697	0.078388468	0.089766214	0.379708122	0.001710812	0.1151141	0.034491295	0.001079868	0.019048782	0.258673299
0.41493	0.056570492	0.009391424	0.063349907	0.060256056	0.058935198	0.003353288	0.004373797	0.068960909	0.610579131	0.011643957	0.052585863
0.404759	0.173744178	0.09795289	0.124581095	0.124011772	0.030354664	0.012477732	0.003836534	0.186021147	0.197416011	0.024931178	0.024672818
0.396802	0.077278069	0.008664391	0.085200115	0.091513331	0.073912401	0.002451879	0.008099727	0.077699005	0.454309233	0.059240662	0.061631184
0.396732	0.005287683	0.000535536	0.041390794	0.04463815	0.393305299	0.000249745	0.265598598	0.016622088	0.000257776	0.007887979	0.224226389
0.39189	0.020948877	0.001144517	0.03847371	0.03482155	0.071803797	0.000678983	0.005648256	0.037592682	0.719796339	0.005150713	0.063940599
0.39093	0.008170988	6.68916E-05	0.016069796	0.013843007	0.025205761	6.04764E-05	0.000537374	0.01487181	0.892204829	0.001163687	0.027805393
0.390502	0.223755042	0.138290415	0.122730099	0.124859684	0.015172481	0.030883757	0.002873309	0.232446461	0.069485895	0.02632438	0.013178462
0.389504	0.015454086	0.000431631	0.027693773	0.024580875	0.046709855	0.000306209	0.002310158	0.026697179	0.807516172	0.002894253	0.0454058
0.386386	0.021723798	0.001351842	0.040178011	0.036403013	0.076367008	0.000832164	0.006893059	0.039534401	0.703450241	0.005772017	0.067494422
0.384733	0.005029816	0.000565297	0.041327841	0.029112808	0.085508289	0.000314154	0.64491218	0.017292578	0.000293766	0.006268146	0.169375107
0.381855	0.007260347	0.000326226	0.046975475	0.037555674	0.141245257	0.000162798	0.514782882	0.025986791	0.00669052	0.004698222	0.214315755
0.380073	0.026951426	0.003596633	0.050218768	0.046786035	0.102691796	0.002250092	0.016808584	0.048333809	0.606592565	0.010221995	0.085548325
0.377732	0.072337615	0.221224276	0.026195488	0.024752881	0.000165407	0.583500114	6.57246E-05	0.051193114	0.000166732	0.020234892	0.000163755
0.377531	0.131583618	0.21466512	0.039938218	0.041528595	0.000267905	0.4220968	9.38011E-05	0.064003863	0.000228925	0.085312407	0.000280768
0.376504	0.018745949	0.000787466	0.035055763	0.031383917	0.064766112	0.000493947	0.004287806	0.034304967	0.747102593	0.004294243	0.058777185
0.374338	0.011706561	0.003561509	0.057291619	0.064391294	0.354152868	0.002424028	0.115969037	0.026410551	0.001096075	0.016095619	0.346900842
0.373595	0.058053929	0.008687968	0.065832735	0.061557931	0.047893218	0.00215068	0.002470919	0.077034403	0.622162791	0.010274708	0.043880734
0.373455	0.022130889	0.001539311	0.068475916	0.059313081	0.210587067	0.000778387	0.073644293	0.04543283	0.326330108	0.00809124	0.18367681
0.373312	0.027029153	0.003644001	0.050370785	0.046942664	0.103082019	0.002283098	0.017023339	0.048465623	0.605020289	0.010307365	0.085831663
0.369375	0.108076132	0.016358872	0.093867671	0.099198516	0.063092224	0.008953779	0.011053357	0.179239651	0.33864514	0.023603951	0.057910671
0.368028	0.18077731	0.10158587	0.121431198	0.123120438	0.037218798	0.097886504	0.010535722	0.142352372	0.111761678	0.042256474	0.031073602
0.366369	0.028238283	0.002034373	0.146242665	0.054248369	0.068759011	0.000988623	0.005654051	0.046817017	0.580521434	0.008825819	0.057670364
0.366059	0.192230055	0.187636272	0.095920747	0.105665771	0.008490011	0.163239572	0.001881734	0.136086566	0.0269332	0.074756818	0.007159234
0.365133	0.21210476	0.257839659	0.103719719	0.107521679	0.008939587	0.024854938	0.00196386	0.212671816	0.033231504	0.029705226	0.007447287
0.359403	0.004949468	1.70705E-05	0.014866846	0.011815514	0.027296465	1.63413E-05	0.000866176	0.011520784	0.892709059	0.000897428	0.035044812
0.359139	0.019517705	0.000939684	0.036923838	0.033207464	0.069441463	0.000586812	0.00519491	0.036505494	0.730644704	0.004875428	0.062162538
0.357993	0.002914502	0.000132908	0.031978951	0.020910249	0.058385415	6.55815E-05	0.726232802	0.012364904	6.32921E-05	0.003585924	0.143365446
0.35572	0.080513973	0.006047122	0.070702164	0.072575959	0.028548696	0.000675977	0.000848844	0.13957591	0.564493075	0.009409955	0.026608301
0.353293	0.020204685	0.00104108	0.037671338	0.033980116	0.070750309	0.000643148	0.005511184	0.037011462	0.724904626	0.005042025	0.063240019
0.351477	0.017681662	0.00066857	0.033537041	0.029900284	0.06098859	0.000437401	0.003774916	0.033314526	0.759591329	0.004055174	0.056050469
0.351137	0.022522951	0.001583531	0.041880432	0.038173076	0.081110823	0.000951428	0.007973369	0.041029709	0.687916463	0.006342908	0.070515321
0.349265	0.01627173	0.000506951	0.030197959	0.026807377	0.052421652	0.00035088	0.002777844	0.029659407	0.78789453	0.003331299	0.049780395
0.345616	0.100711126	0.22407459	0.039809744	0.038256925	0.000581678	0.494357739	0.000261591	0.064960344	0.00060118	0.035832556	0.000552538
0.343466	0.01505374	0.000376436	0.039155707	0.031631517	0.083505575	0.000272888	0.015632357	0.029000985	0.685380246	0.002970286	0.097020283
0.343326	0.085923405	0.029543253	0.051057319	0.060226484	0.002691898	0.007422649	0.001079369	0.041811882	0.001540842	0.715165864	0.003537007
0.339933	0.174702701	0.03414239	0.106676084	0.110624226	0.026304031	0.005256185	0.001965034	0.200316399	0.288217695	0.024985218	0.026809995
0.338721	0.028543706	0.004707918	0.0480808	0.04475716	0.089885267	0.00490426	0.011139368	0.047668285	0.634746842	0.010092953	0.075473451
0.337235	0.077780558	0.011745525	0.077994677	0.072463558	0.054139681	0.006128904	0.003558128	0.082782851	0.554877267	0.011809017	0.046719841
0.337056	0.166337045	0.247519186	0.063649118	0.073130169	0.001579081	0.162437991	0.000752627	0.113346626	0.001739816	0.167873341	0.001634977
0.335456	0.096202347	0.223586285	0.037311647	0.035460077	0.000394336	0.511341541	0.000164142	0.0616218	0.000386429	0.033149556	0.00038185
0.335307	0.063896064	0.210789093	0.022483739	0.02125673	0.00014619	0.623089164	5.7851E-05	0.042697413	0.000143712	0.015294189	0.000145886
0.33367	0.066025999	0.022504601	0.12440481	0.158577513	0.242072977	0.009922544	0.046186726	0.071352048	0.009588092	0.035778687	0.213585993
0.329066	0.106793576	0.225216341	0.048434163	0.045429766	0.000850649	0.459075389	0.000534701	0.073328649	0.00071	0.038796969	0.00082981
0.328626	0.010463542	0.000155713	0.018447015	0.016314411	0.028259166	0.000136375	0.000907546	0.017343826	0.877060487	0.001578989	0.029332899
0.32347	0.020844196	0.000336121	0.029572949	0.029570384	0.02163002	0.000116915	0.000418893	0.139343742	0.731973644	0.002043378	0.024149778
0.320489	0.0186231	0.000753436	0.03340456	0.029936739	0.059078707	0.000486232	0.003746281	0.032382351	0.762577295	0.003948418	0.055062894
0.319515	0.071888743	0.012832838	0.066823028	0.063264487	0.056730511	0.01652389	0.003836355	0.070726223	0.577664923	0.011581424	0.048127619
0.31695	0.097068013	0.638066406	0.028075186	0.031249557	3.97711E-05	0.038667726	1.07532E-05	0.129455116	3.51111E-05	0.037292847	3.94538E-05
0.311878	0.002142901	7.32129E-05	0.023830582	0.015914438	0.043587017	4.64125E-05	0.778148048	0.010185192	5.0161E-05	0.002169962	0.123852098
0.311621	0.13377895	0.44609461	0.04320272	0.045747621	0.000237675	0.084235608	9.68822E-05	0.218911054	0.000375395	0.0270586	0.000260904
0.309604	0.009614391	0.00010852	0.018253232	0.016096848	0.028485576	8.99634E-05	0.00069179	0.017260746	0.878640087	0.001490238	0.029268613
0.301852	0.223824835	0.182589037	0.053980118	0.060074229	0.000652967	0.250324834	0.000299804	0.065984907	0.000577356	0.16094173	0.000750148
0.30094	0.182954952	0.030175944	0.124476538	0.140731864	0.042571053	0.008576357	0.010770574	0.10668424	0.107694367	0.209069696	0.036294431
0.29988	0.239214942	0.081410326	0.12804334	0.130189323	0.026202126	0.016403108	0.004425406	0.182704998	0.136106913	0.03107903	0.024220491
0.298371	0.013041321	0.000242031	0.02321349	0.020511911	0.036900277	0.000181513	0.001314216	0.022139164	0.843288075	0.002104669	0.037063332
0.292534	0.004461983	2.94797E-05	0.009197568	0.008222328	0.013389628	3.6489E-05	0.000233241	0.00847767	0.940616871	0.000699957	0.014634733
0.289423	0.024081176	0.002166923	0.044256501	0.040699792	0.08674979	0.001310611	0.010026804	0.042932255	0.665953605	0.007408599	0.074413941
0.289309	0.068132182	0.00547868	0.063820107	0.06612647	0.036655651	0.001314389	0.002198217	0.205342253	0.502236449	0.010333167	0.038362415
0.287708	0.013138052	0.000203075	0.025107787	0.022101344	0.041793631	0.000134034	0.001266866	0.024452636	0.828780512	0.002282329	0.040739717
0.287446	0.017614832	0.000628456	0.032760597	0.029075708	0.060316025	0.000400742	0.0035147	0.031103754	0.764898246	0.003638245	0.05604865
0.287437	0.034747965	0.195152468	0.01032609	0.009855545	2.81351E-05	0.724400023	8.21224E-06	0.020705427	2.00858E-05	0.00472653	2.95043E-05
0.286598	0.007451261	4.07631E-05	0.01350878	0.011981831	0.019297546	3.79421E-05	0.000283622	0.012311159	0.913178779	0.000903537	0.021004745
0.2861	0.011784246	0.000149492	0.023141297	0.020321205	0.038178734	0.000102544	0.001004776	0.022576124	0.843124969	0.00204676	0.037569892
0.284686	0.006063073	3.02109E-05	0.011080259	0.009895687	0.015431607	3.20259E-05	0.000220282	0.010061066	0.929406257	0.000738491	0.017041006
0.28363	0.020670106	0.001824479	0.073354124	0.06311657	0.234863795	0.000887214	0.112263973	0.045156397	0.223868488	0.008970558	0.215024285
0.281796	0.076539155	0.709055046	0.025156637	0.026415589	5.76148E-05	0.042192275	1.86294E-05	0.10223318	4.88237E-05	0.018229854	5.31903E-05
0.281639	0.116415025	0.541425544	0.044103477	0.047035	0.000350263	0.071761528	0.000145648	0.143644366	0.000394724	0.034386916	0.00033753
0.281255	0.017121362	0.000590874	0.032552454	0.029068013	0.059090697	0.000374469	0.003342796	0.032006745	0.767749051	0.003800485	0.054303005
0.280562	0.011052151	0.000146667	0.019971006	0.017639173	0.031266285	0.000114559	0.000863995	0.01874598	0.86655937	0.00164613	0.031994657
0.279737	0.183824228	0.103449694	0.125393366	0.128095744	0.037494553	0.035784647	0.008663335	0.168562886	0.136950079	0.039823393	0.031958097
0.278472	0.023763041	0.002039864	0.04357354	0.040011503	0.0849175	0.001231107	0.009427112	0.042279622	0.672473285	0.007130796	0.073152625
0.274691	0.001955506	2.1185E-05	0.026507864	0.017020201	0.059540524	1.09894E-05	0.719859806	0.012166123	0.000125009	0.001522415	0.161270387
0.272298	0.02079484	0.001119055	0.037689325	0.034118461	0.069740426	0.000672084	0.00536449	0.036589679	0.726349161	0.004996851	0.062565678
0.270451	0.005549884	0.000735351	0.041676778	0.030081188	0.079672695	0.000430146	0.654811848	0.018143031	0.00042094	0.006599243	0.161878886
0.270378	0.016606466	0.000442333	0.029482956	0.026261092	0.049972966	0.000276186	0.002213405	0.028215288	0.795802983	0.002945509	0.047780791
0.269596	0.19483413	0.067505481	0.126124927	0.12469488	0.03784485	0.020919534	0.005632567	0.16609479	0.196410776	0.027646918	0.032291183
0.268191	0.033258843	0.235873941	0.009677174	0.009371921	1.69647E-05	0.685697189	4.54558E-06	0.022415529	1.22468E-05	0.003652897	1.8674E-05
0.266724	0.005475533	0.000711167	0.041366357	0.029809191	0.078463305	0.00041566	0.658094438	0.017999247	0.000407861	0.006484681	0.160772544
0.264109	0.153593525	0.544178631	0.037908069	0.042737612	0.000115697	0.043335465	3.85336E-05	0.117311653	0.000115698	0.060538273	0.000126857
0.26382	0.016999313	0.000524985	0.030451	0.027236159	0.052351072	0.000339155	0.002680099	0.032158872	0.784172428	0.003266983	0.049819986
0.26274	0.005780275	0.000216248	0.041699428	0.041798406	0.553575209	7.49448E-05	0.104589413	0.015319068	0.001983544	0.004220323	0.230743138
0.262152	0.006690011	6.26853E-05	0.012699832	0.011285697	0.018887819	6.73653E-05	0.000435618	0.011815737	0.916862578	0.001005058	0.020187633
0.261221	0.016886898	0.000541737	0.031568532	0.02816424	0.056234549	0.00034452	0.002970345	0.030820764	0.776643859	0.003534691	0.052289864
0.260512	0.023044345	0.001774504	0.042021564	0.038455275	0.080773348	0.001067259	0.008179828	0.040774818	0.687082051	0.006530566	0.070296433
0.25963	0.069918714	0.002846737	0.06363695	0.056369323	0.025001436	0.000443164	0.000514776	0.075651897	0.677537463	0.004170329	0.023909219
0.25816	0.00658095	0.0001379	0.050761158	0.036376707	0.136377699	6.48483E-05	0.486471975	0.028659539	0.007155125	0.002792536	0.244621595
0.252431	0.019963441	0.000935498	0.03554484	0.032079641	0.064127015	0.000562967	0.004349987	0.034265929	0.745239312	0.004407478	0.058523908
0.250843	0.012482228	0.000226738	0.021800389	0.019302689	0.034494303	0.000177896	0.001239461	0.020509461	0.852816017	0.001943061	0.035007742
0.246082	0.207084933	0.09653724	0.127137234	0.123671483	0.029066856	0.077537192	0.005926279	0.161376952	0.114798677	0.032720283	0.024142892
0.245625	0.03200659	0.087015027	0.010693857	0.009630585	2.70719E-05	0.840800104	7.01663E-06	0.014024413	1.55882E-05	0.005748438	3.12735E-05
0.245185	0.005604426	3.92309E-05	0.011053193	0.009850474	0.016255057	4.3477E-05	0.000289133	0.010127613	0.928346936	0.000818541	0.017571919
0.245017	0.030618623	0.167893649	0.010033158	0.009657904	2.06753E-05	0.75632422	5.05855E-06	0.020771173	1.31131E-05	0.004640106	2.22029E-05
0.244499	0.010011342	0.00078553	0.053084148	0.058330917	0.403638273	0.000380583	0.033975354	0.019922291	0.008322754	0.005587038	0.405961752
0.243555	0.005013734	0.000570432	0.039323446	0.028041826	0.070707931	0.000332434	0.679641611	0.017069914	0.000331802	0.005773878	0.153192961
0.243432	0.006492884	5.52003E-05	0.013605576	0.012004685	0.020827726	5.73513E-05	0.0004089	0.013007411	0.910626627	0.001122183	0.021791401
0.241338	0.006217673	2.38769E-05	0.010133727	0.00976587	0.011481172	2.18117E-05	0.000131737	0.008911742	0.937856529	0.002008211	0.013447534
0.241282	0.011509603	0.000112583	0.019554432	0.017509699	0.025098596	7.42255E-05	0.000509659	0.049327429	0.847756413	0.001344185	0.02720316
0.240999	0.01140733	0.000179243	0.019513822	0.017286872	0.029976715	0.000148432	0.000986154	0.018136879	0.869697767	0.001643585	0.031023194
0.23855	0.159382054	0.159713142	0.060057539	0.056796237	0.001234572	0.453528311	0.000157138	0.088361338	0.003310868	0.016559726	0.000899075
0.238547	0.01376371	0.0002326	0.024726242	0.021860618	0.040182717	0.000155554	0.001277126	0.023479828	0.83240962	0.002165461	0.039746534
0.238143	0.147148308	0.474051213	0.035567297	0.037825875	7.73127E-05	0.02860433	2.5348E-05	0.25888104	0.000122087	0.017601893	9.53214E-05
